,SG_UF_RESIDENCIA,NU_IDADE,TP_ESCOLA,Q006,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Região,Opção,Renda,NovaRenda
4626,PA,18,2,B,467.7,472.4,496.2,411.3,580,Norte,Pública,"Até R$ 998,00.",998.0
4627,PA,17,2,B,328.6,438.4,498.1,458.7,520,Norte,Pública,"Até R$ 998,00.",998.0
4628,PA,18,2,B,502.6,472.9,521.2,583.5,720,Norte,Pública,"Até R$ 998,00.",998.0
4629,PA,28,2,B,431.3,414.1,398.3,403.0,360,Norte,Pública,"Até R$ 998,00.",998.0
4630,PA,16,2,B,375.8,466.8,466.6,510.1,320,Norte,Pública,"Até R$ 998,00.",998.0
4631,PA,18,2,B,394.9,489.8,477.8,456.0,280,Norte,Pública,"Até R$ 998,00.",998.0
4632,PA,17,2,B,553.7,508.7,510.3,636.9,780,Norte,Pública,"Até R$ 998,00.",998.0
4633,PA,17,2,B,437.9,461.4,464.8,474.9,480,Norte,Pública,"Até R$ 998,00.",998.0
4634,PA,17,2,B,432.7,502.6,500.0,363.3,600,Norte,Pública,"Até R$ 998,00.",998.0
4635,PA,18,2,B,353.5,409.3,490.9,445.9,680,Norte,Pública,"Até R$ 998,00.",998.0
4636,PA,23,2,B,388.4,434.3,376.4,430.4,520,Norte,Pública,"Até R$ 998,00.",998.0
4637,PA,18,2,B,355.9,406.1,431.5,415.8,720,Norte,Pública,"Até R$ 998,00.",998.0
4638,PA,18,2,B,444.8,413.7,488.0,455.2,700,Norte,Pública,"Até R$ 998,00.",998.0
4639,PA,17,2,B,451.5,424.8,427.5,456.2,380,Norte,Pública,"Até R$ 998,00.",998.0
4640,PA,20,2,B,361.5,390.9,407.3,386.0,0,Norte,Pública,"Até R$ 998,00.",998.0
4641,PA,18,2,B,338.5,427.5,438.4,437.0,440,Norte,Pública,"Até R$ 998,00.",998.0
4642,PA,18,2,B,425.2,417.8,508.4,562.7,360,Norte,Pública,"Até R$ 998,00.",998.0
4643,PA,18,2,B,484.0,397.7,489.4,635.2,480,Norte,Pública,"Até R$ 998,00.",998.0
4644,PA,18,2,B,411.8,430.3,391.2,520.5,560,Norte,Pública,"Até R$ 998,00.",998.0
4645,PA,18,2,B,456.5,366.8,484.6,454.4,580,Norte,Pública,"Até R$ 998,00.",998.0
4646,PA,30,2,B,406.0,464.3,401.6,510.5,0,Norte,Pública,"Até R$ 998,00.",998.0
4647,PA,18,2,B,487.6,459.7,468.3,542.4,400,Norte,Pública,"Até R$ 998,00.",998.0
4648,PA,18,2,B,397.0,433.5,450.4,397.5,360,Norte,Pública,"Até R$ 998,00.",998.0
4649,PA,18,2,B,484.3,527.0,483.1,430.1,260,Norte,Pública,"Até R$ 998,00.",998.0
4650,PA,18,2,B,476.6,531.0,544.9,612.9,660,Norte,Pública,"Até R$ 998,00.",998.0
4651,PA,18,2,B,420.0,478.8,484.2,464.9,0,Norte,Pública,"Até R$ 998,00.",998.0
4652,PA,18,2,B,461.0,542.8,467.1,578.6,600,Norte,Pública,"Até R$ 998,00.",998.0
4653,PA,18,2,B,540.5,476.6,513.3,492.4,760,Norte,Pública,"Até R$ 998,00.",998.0
4654,PA,17,2,B,516.7,457.6,474.2,472.9,620,Norte,Pública,"Até R$ 998,00.",998.0
4655,PA,22,2,B,436.5,379.9,396.3,360.5,520,Norte,Pública,"Até R$ 998,00.",998.0
4656,PA,18,2,B,497.6,552.5,535.7,498.9,660,Norte,Pública,"Até R$ 998,00.",998.0
4657,PA,17,2,B,355.1,501.2,496.5,540.9,640,Norte,Pública,"Até R$ 998,00.",998.0
4658,PA,17,2,B,351.7,420.5,519.4,491.9,440,Norte,Pública,"Até R$ 998,00.",998.0
4659,PA,19,2,B,461.4,533.2,427.9,417.0,720,Norte,Pública,"Até R$ 998,00.",998.0
4660,PA,19,2,B,348.1,424.2,355.7,385.5,460,Norte,Pública,"Até R$ 998,00.",998.0
4661,PA,18,2,B,518.2,544.0,512.7,435.0,720,Norte,Pública,"Até R$ 998,00.",998.0
4662,PA,17,2,B,361.2,475.5,487.9,433.5,600,Norte,Pública,"Até R$ 998,00.",998.0
4663,PA,20,2,B,389.4,419.2,410.6,389.6,440,Norte,Pública,"Até R$ 998,00.",998.0
4664,PA,18,2,B,409.7,491.1,513.3,536.7,720,Norte,Pública,"Até R$ 998,00.",998.0
4665,PA,21,2,B,365.0,426.6,361.6,455.3,520,Norte,Pública,"Até R$ 998,00.",998.0
4666,PA,18,2,B,456.6,355.0,427.4,380.9,560,Norte,Pública,"Até R$ 998,00.",998.0
4667,PA,17,2,B,499.2,537.2,524.8,594.4,760,Norte,Pública,"Até R$ 998,00.",998.0
4668,PA,17,2,B,492.1,425.1,466.1,509.7,440,Norte,Pública,"Até R$ 998,00.",998.0
4669,PA,18,2,B,491.8,516.4,524.8,522.4,600,Norte,Pública,"Até R$ 998,00.",998.0
4670,PA,18,2,B,360.2,426.5,485.6,438.5,440,Norte,Pública,"Até R$ 998,00.",998.0
4671,PA,25,2,B,462.3,428.0,446.8,359.0,440,Norte,Pública,"Até R$ 998,00.",998.0
4672,PA,17,2,B,476.7,578.8,550.2,422.8,540,Norte,Pública,"Até R$ 998,00.",998.0
4673,PA,19,2,B,389.5,385.8,350.2,404.7,520,Norte,Pública,"Até R$ 998,00.",998.0
4674,PA,20,2,B,408.1,508.3,488.1,446.8,520,Norte,Pública,"Até R$ 998,00.",998.0
4675,PA,19,2,B,491.1,550.4,555.0,484.2,580,Norte,Pública,"Até R$ 998,00.",998.0
4676,PA,45,2,B,398.3,500.6,458.8,402.3,520,Norte,Pública,"Até R$ 998,00.",998.0
4677,PA,18,2,B,421.0,404.8,535.4,440.2,0,Norte,Pública,"Até R$ 998,00.",998.0
4678,PA,17,2,B,364.6,339.5,382.9,377.2,520,Norte,Pública,"Até R$ 998,00.",998.0
4679,PA,18,2,B,538.7,621.0,608.7,532.8,600,Norte,Pública,"Até R$ 998,00.",998.0
4680,PA,20,2,B,383.9,483.0,500.9,426.6,320,Norte,Pública,"Até R$ 998,00.",998.0
4681,PA,20,2,B,499.4,556.3,540.7,596.3,800,Norte,Pública,"Até R$ 998,00.",998.0
4682,PA,17,2,B,375.3,471.0,482.1,391.0,680,Norte,Pública,"Até R$ 998,00.",998.0
4683,PA,17,2,B,525.6,580.3,576.0,535.8,700,Norte,Pública,"Até R$ 998,00.",998.0
4684,PA,19,2,B,416.4,391.0,370.1,463.2,580,Norte,Pública,"Até R$ 998,00.",998.0
4685,PA,17,2,B,357.3,552.9,512.5,615.5,600,Norte,Pública,"Até R$ 998,00.",998.0
4686,PA,17,2,B,407.1,491.3,456.0,405.6,520,Norte,Pública,"Até R$ 998,00.",998.0
4687,PA,18,2,B,470.4,455.6,515.2,379.1,640,Norte,Pública,"Até R$ 998,00.",998.0
4688,PA,22,2,B,487.0,498.6,481.5,398.8,540,Norte,Pública,"Até R$ 998,00.",998.0
4689,PA,17,2,B,466.5,477.9,454.9,425.1,800,Norte,Pública,"Até R$ 998,00.",998.0
4690,PA,18,2,B,400.6,392.0,336.0,360.4,480,Norte,Pública,"Até R$ 998,00.",998.0
4691,PA,17,2,B,466.5,569.3,554.6,369.8,740,Norte,Pública,"Até R$ 998,00.",998.0
4692,PA,31,2,B,465.9,489.6,523.3,438.2,640,Norte,Pública,"Até R$ 998,00.",998.0
4693,PA,18,2,B,407.3,440.7,396.4,429.8,0,Norte,Pública,"Até R$ 998,00.",998.0
4694,PA,18,2,B,367.6,485.1,349.3,383.5,780,Norte,Pública,"Até R$ 998,00.",998.0
4695,PA,17,2,B,431.2,528.9,520.4,442.3,800,Norte,Pública,"Até R$ 998,00.",998.0
4696,PA,19,2,B,516.9,417.7,378.0,485.8,520,Norte,Pública,"Até R$ 998,00.",998.0
4697,PA,20,2,B,380.9,368.8,406.0,477.5,360,Norte,Pública,"Até R$ 998,00.",998.0
4698,PA,18,2,B,390.3,456.1,381.9,445.6,280,Norte,Pública,"Até R$ 998,00.",998.0
4699,PA,16,2,B,493.5,470.1,507.5,376.9,620,Norte,Pública,"Até R$ 998,00.",998.0
4700,PA,17,2,B,531.6,554.0,562.5,575.2,920,Norte,Pública,"Até R$ 998,00.",998.0
4701,PA,19,2,B,488.7,354.6,359.6,483.5,400,Norte,Pública,"Até R$ 998,00.",998.0
4702,PA,18,2,B,449.6,468.4,436.4,469.8,680,Norte,Pública,"Até R$ 998,00.",998.0
4703,PA,19,2,B,383.7,413.4,438.3,386.9,400,Norte,Pública,"Até R$ 998,00.",998.0
4704,PA,18,2,B,361.2,423.6,444.0,365.5,480,Norte,Pública,"Até R$ 998,00.",998.0
4705,PA,18,2,B,400.8,383.2,487.3,429.4,360,Norte,Pública,"Até R$ 998,00.",998.0
4706,PA,17,2,B,468.9,581.3,588.4,487.3,740,Norte,Pública,"Até R$ 998,00.",998.0
4707,PA,17,2,B,452.4,520.3,506.7,447.9,320,Norte,Pública,"Até R$ 998,00.",998.0
4708,PA,18,2,B,474.6,575.2,541.0,580.1,600,Norte,Pública,"Até R$ 998,00.",998.0
4709,PA,17,2,B,558.7,517.4,552.9,529.4,580,Norte,Pública,"Até R$ 998,00.",998.0
4710,PA,17,2,B,428.2,571.5,489.3,526.2,660,Norte,Pública,"Até R$ 998,00.",998.0
4711,PA,18,2,B,377.9,462.6,467.0,459.5,440,Norte,Pública,"Até R$ 998,00.",998.0
4712,PA,18,2,B,436.8,395.9,472.0,505.0,480,Norte,Pública,"Até R$ 998,00.",998.0
4713,PA,17,2,B,466.4,499.0,524.6,386.1,560,Norte,Pública,"Até R$ 998,00.",998.0
4714,PA,18,2,B,341.6,403.7,467.0,395.2,500,Norte,Pública,"Até R$ 998,00.",998.0
4715,PA,18,2,B,498.3,537.0,521.0,544.8,640,Norte,Pública,"Até R$ 998,00.",998.0
4716,PA,19,2,B,453.8,509.1,464.7,450.6,360,Norte,Pública,"Até R$ 998,00.",998.0
4717,PA,17,2,B,468.0,518.9,527.8,480.3,700,Norte,Pública,"Até R$ 998,00.",998.0
4718,PA,18,2,B,443.9,367.0,493.7,473.1,760,Norte,Pública,"Até R$ 998,00.",998.0
4719,PA,17,2,B,465.8,506.9,512.4,555.4,740,Norte,Pública,"Até R$ 998,00.",998.0
4720,PA,19,2,B,401.7,540.5,534.6,490.6,520,Norte,Pública,"Até R$ 998,00.",998.0
4721,PA,19,2,B,350.4,439.4,400.3,416.5,480,Norte,Pública,"Até R$ 998,00.",998.0
4722,PA,18,2,B,478.1,567.2,531.9,447.5,640,Norte,Pública,"Até R$ 998,00.",998.0
4723,PA,16,2,B,434.1,496.2,368.4,372.5,320,Norte,Pública,"Até R$ 998,00.",998.0
4724,PA,17,2,B,428.9,446.1,526.5,481.6,0,Norte,Pública,"Até R$ 998,00.",998.0
4725,PA,20,2,B,469.7,529.3,546.8,519.3,740,Norte,Pública,"Até R$ 998,00.",998.0
4726,PA,17,2,B,435.0,580.8,511.2,517.2,0,Norte,Pública,"Até R$ 998,00.",998.0
4727,PA,18,2,B,439.5,447.9,460.0,569.7,600,Norte,Pública,"Até R$ 998,00.",998.0
4728,PA,35,2,B,450.2,502.8,442.6,408.3,400,Norte,Pública,"Até R$ 998,00.",998.0
4729,PA,20,2,B,425.2,334.0,341.5,363.3,360,Norte,Pública,"Até R$ 998,00.",998.0
4730,PA,18,2,B,510.4,511.6,433.9,489.0,520,Norte,Pública,"Até R$ 998,00.",998.0
4731,PA,18,2,B,475.7,417.8,411.5,486.8,440,Norte,Pública,"Até R$ 998,00.",998.0
4732,PA,18,2,B,348.4,363.6,409.3,430.5,500,Norte,Pública,"Até R$ 998,00.",998.0
4733,PA,17,2,B,396.9,366.5,416.5,394.3,0,Norte,Pública,"Até R$ 998,00.",998.0
4734,PA,17,2,B,450.7,393.0,504.4,440.2,600,Norte,Pública,"Até R$ 998,00.",998.0
4735,PA,17,2,B,378.5,471.1,487.3,416.2,580,Norte,Pública,"Até R$ 998,00.",998.0
4736,PA,18,2,B,486.7,344.6,466.6,551.4,620,Norte,Pública,"Até R$ 998,00.",998.0
4737,PA,17,2,B,377.6,510.2,516.1,421.4,480,Norte,Pública,"Até R$ 998,00.",998.0
4738,PA,21,2,B,348.9,414.1,358.6,450.3,460,Norte,Pública,"Até R$ 998,00.",998.0
4739,PA,18,2,B,395.5,420.5,380.6,453.8,0,Norte,Pública,"Até R$ 998,00.",998.0
4740,PA,19,2,B,410.9,463.0,456.2,465.3,580,Norte,Pública,"Até R$ 998,00.",998.0
4741,PA,18,2,B,357.9,485.3,489.1,478.6,520,Norte,Pública,"Até R$ 998,00.",998.0
4742,PA,17,2,B,488.6,539.2,482.2,458.2,320,Norte,Pública,"Até R$ 998,00.",998.0
4743,MS,18,2,B,441.2,468.8,446.3,434.7,400,Centro-oeste,Pública,"Até R$ 998,00.",998.0
4744,MS,18,2,B,481.9,423.3,462.4,507.4,360,Centro-oeste,Pública,"Até R$ 998,00.",998.0
4745,MS,18,2,B,481.6,379.6,540.4,470.5,560,Centro-oeste,Pública,"Até R$ 998,00.",998.0
4746,MS,20,2,B,400.4,415.6,396.6,476.0,400,Centro-oeste,Pública,"Até R$ 998,00.",998.0
4747,MS,18,2,B,382.2,399.5,398.2,438.0,300,Centro-oeste,Pública,"Até R$ 998,00.",998.0
4748,MS,17,2,B,377.4,488.4,498.0,524.8,500,Centro-oeste,Pública,"Até R$ 998,00.",998.0
4749,MS,18,2,B,366.3,453.1,508.6,543.7,480,Centro-oeste,Pública,"Até R$ 998,00.",998.0
4750,MS,18,2,B,471.5,554.8,529.9,453.2,540,Centro-oeste,Pública,"Até R$ 998,00.",998.0
4751,MS,19,2,B,424.2,467.6,484.9,385.7,540,Centro-oeste,Pública,"Até R$ 998,00.",998.0
4752,MS,17,2,B,533.7,590.9,589.5,635.0,660,Centro-oeste,Pública,"Até R$ 998,00.",998.0
4753,MS,18,2,B,430.4,526.0,479.3,531.8,680,Centro-oeste,Pública,"Até R$ 998,00.",998.0
4754,MS,18,2,B,535.3,436.6,502.5,386.9,0,Centro-oeste,Pública,"Até R$ 998,00.",998.0
4755,MS,18,2,B,503.0,582.8,559.6,491.8,720,Centro-oeste,Pública,"Até R$ 998,00.",998.0
4756,MS,19,2,B,417.6,387.0,460.7,478.9,0,Centro-oeste,Pública,"Até R$ 998,00.",998.0
4757,MS,18,2,B,569.5,526.8,536.5,532.5,520,Centro-oeste,Pública,"Até R$ 998,00.",998.0
4758,MS,17,2,B,526.2,528.4,527.0,433.6,520,Centro-oeste,Pública,"Até R$ 998,00.",998.0
4759,MS,17,2,B,506.6,485.8,559.0,474.6,640,Centro-oeste,Pública,"Até R$ 998,00.",998.0
4760,MS,18,2,B,367.9,517.4,479.2,486.5,400,Centro-oeste,Pública,"Até R$ 998,00.",998.0
4761,MS,17,2,B,524.3,546.6,535.6,687.0,620,Centro-oeste,Pública,"Até R$ 998,00.",998.0
4762,MS,18,2,B,437.3,445.9,421.8,429.8,500,Centro-oeste,Pública,"Até R$ 998,00.",998.0
4763,MS,17,2,B,537.9,422.4,490.3,397.9,580,Centro-oeste,Pública,"Até R$ 998,00.",998.0
4764,MS,17,2,B,447.5,380.8,520.5,444.5,580,Centro-oeste,Pública,"Até R$ 998,00.",998.0
4765,MS,18,2,B,419.9,465.0,509.2,404.6,480,Centro-oeste,Pública,"Até R$ 998,00.",998.0
4766,MS,18,2,B,499.2,563.7,542.6,617.1,620,Centro-oeste,Pública,"Até R$ 998,00.",998.0
4767,PB,17,2,B,499.3,567.6,585.2,470.2,560,Nordeste,Pública,"Até R$ 998,00.",998.0
4768,PB,20,2,B,387.0,440.9,387.6,468.5,520,Nordeste,Pública,"Até R$ 998,00.",998.0
4769,PB,18,2,B,530.0,531.4,513.5,546.6,660,Nordeste,Pública,"Até R$ 998,00.",998.0
4770,PB,17,2,B,457.1,584.5,560.6,560.3,720,Nordeste,Pública,"Até R$ 998,00.",998.0
4771,PB,18,2,B,470.9,533.3,483.7,556.2,540,Nordeste,Pública,"Até R$ 998,00.",998.0
4772,PB,21,2,B,380.7,341.7,436.0,365.0,320,Nordeste,Pública,"Até R$ 998,00.",998.0
4773,PB,19,2,B,582.1,570.7,559.1,519.4,620,Nordeste,Pública,"Até R$ 998,00.",998.0
4774,PB,17,2,B,376.1,541.7,523.0,493.2,520,Nordeste,Pública,"Até R$ 998,00.",998.0
4775,PB,18,2,B,467.1,414.0,424.9,428.8,580,Nordeste,Pública,"Até R$ 998,00.",998.0
4776,PB,18,2,B,427.3,357.9,478.4,475.2,600,Nordeste,Pública,"Até R$ 998,00.",998.0
4777,PB,17,2,B,361.4,515.2,498.6,525.1,600,Nordeste,Pública,"Até R$ 998,00.",998.0
4778,PB,17,2,B,421.2,514.9,562.0,636.9,640,Nordeste,Pública,"Até R$ 998,00.",998.0
4779,PB,16,2,B,443.4,370.4,446.5,367.7,520,Nordeste,Pública,"Até R$ 998,00.",998.0
4780,PB,18,2,B,381.4,535.6,546.6,441.0,540,Nordeste,Pública,"Até R$ 998,00.",998.0
4781,PB,20,2,B,426.1,395.7,328.1,490.1,0,Nordeste,Pública,"Até R$ 998,00.",998.0
4782,PB,17,2,B,558.0,562.0,538.3,581.7,700,Nordeste,Pública,"Até R$ 998,00.",998.0
4783,PB,18,2,B,494.4,614.6,523.8,682.1,680,Nordeste,Pública,"Até R$ 998,00.",998.0
4784,PB,17,2,B,517.6,464.5,528.8,635.6,760,Nordeste,Pública,"Até R$ 998,00.",998.0
4785,PB,18,2,B,358.4,436.5,426.5,367.1,400,Nordeste,Pública,"Até R$ 998,00.",998.0
4786,PB,17,2,B,453.4,544.6,548.3,662.5,680,Nordeste,Pública,"Até R$ 998,00.",998.0
4787,PB,17,2,B,578.0,589.2,572.6,651.1,780,Nordeste,Pública,"Até R$ 998,00.",998.0
4788,PB,19,2,B,397.5,445.8,483.1,495.9,560,Nordeste,Pública,"Até R$ 998,00.",998.0
4789,PB,18,2,B,462.9,595.4,503.1,460.1,640,Nordeste,Pública,"Até R$ 998,00.",998.0
4790,PB,18,2,B,409.3,503.8,502.9,522.0,820,Nordeste,Pública,"Até R$ 998,00.",998.0
4791,PB,17,2,B,476.0,515.6,477.0,539.6,680,Nordeste,Pública,"Até R$ 998,00.",998.0
4792,PB,18,2,B,445.4,534.8,515.0,406.6,660,Nordeste,Pública,"Até R$ 998,00.",998.0
4793,PB,23,2,B,497.3,486.0,485.6,377.9,520,Nordeste,Pública,"Até R$ 998,00.",998.0
4794,PB,17,2,B,411.0,472.0,491.4,374.5,680,Nordeste,Pública,"Até R$ 998,00.",998.0
4795,PB,18,2,B,491.3,566.2,553.5,533.3,660,Nordeste,Pública,"Até R$ 998,00.",998.0
4796,PB,22,2,B,417.0,407.5,455.4,374.0,300,Nordeste,Pública,"Até R$ 998,00.",998.0
4797,PB,19,2,B,397.9,390.9,439.5,458.4,0,Nordeste,Pública,"Até R$ 998,00.",998.0
4798,PB,18,2,B,389.4,422.9,449.0,467.8,460,Nordeste,Pública,"Até R$ 998,00.",998.0
4799,PB,16,2,B,353.9,552.1,524.5,456.7,660,Nordeste,Pública,"Até R$ 998,00.",998.0
4800,PB,17,2,B,506.9,467.9,507.7,545.2,700,Nordeste,Pública,"Até R$ 998,00.",998.0
4801,PB,17,2,B,381.9,481.2,548.6,452.7,760,Nordeste,Pública,"Até R$ 998,00.",998.0
4802,PB,18,2,B,572.1,515.0,539.9,635.4,520,Nordeste,Pública,"Até R$ 998,00.",998.0
4803,PB,17,2,B,423.6,399.5,381.0,616.4,580,Nordeste,Pública,"Até R$ 998,00.",998.0
4804,PB,17,2,B,417.0,436.3,447.2,426.6,580,Nordeste,Pública,"Até R$ 998,00.",998.0
4805,PB,26,2,B,388.7,431.8,523.0,414.6,580,Nordeste,Pública,"Até R$ 998,00.",998.0
4806,PB,20,2,B,495.3,494.7,547.7,494.8,320,Nordeste,Pública,"Até R$ 998,00.",998.0
4807,PB,18,2,B,570.3,464.7,511.6,530.3,520,Nordeste,Pública,"Até R$ 998,00.",998.0
4808,PB,19,2,B,345.6,420.6,409.4,401.1,460,Nordeste,Pública,"Até R$ 998,00.",998.0
4809,PB,18,2,B,421.0,376.6,512.4,416.6,320,Nordeste,Pública,"Até R$ 998,00.",998.0
4810,PB,17,2,B,426.2,494.3,427.4,599.3,540,Nordeste,Pública,"Até R$ 998,00.",998.0
4811,PB,17,2,B,361.8,434.8,474.3,456.9,560,Nordeste,Pública,"Até R$ 998,00.",998.0
4812,PB,18,2,B,403.7,523.4,522.5,450.8,640,Nordeste,Pública,"Até R$ 998,00.",998.0
4813,PB,17,2,B,463.3,470.3,509.9,553.3,620,Nordeste,Pública,"Até R$ 998,00.",998.0
4814,PB,18,2,B,459.6,549.4,557.6,649.8,660,Nordeste,Pública,"Até R$ 998,00.",998.0
4815,PB,19,2,B,458.7,427.9,347.7,518.6,580,Nordeste,Pública,"Até R$ 998,00.",998.0
4816,PB,18,2,B,405.3,360.1,372.5,411.4,260,Nordeste,Pública,"Até R$ 998,00.",998.0
4817,PB,18,2,B,402.7,491.9,485.1,536.8,680,Nordeste,Pública,"Até R$ 998,00.",998.0
4818,PB,17,2,B,354.6,405.3,431.6,488.7,400,Nordeste,Pública,"Até R$ 998,00.",998.0
4819,PB,18,2,B,474.6,524.5,508.2,390.3,840,Nordeste,Pública,"Até R$ 998,00.",998.0
4820,PB,17,2,B,382.0,414.9,466.0,393.4,520,Nordeste,Pública,"Até R$ 998,00.",998.0
4821,PB,17,2,B,410.3,424.8,416.8,370.4,920,Nordeste,Pública,"Até R$ 998,00.",998.0
4822,PB,17,2,B,414.3,448.7,546.4,553.6,580,Nordeste,Pública,"Até R$ 998,00.",998.0
4823,PB,17,2,B,544.4,543.2,521.8,515.4,700,Nordeste,Pública,"Até R$ 998,00.",998.0
4824,PB,17,2,B,374.2,509.9,541.3,473.9,640,Nordeste,Pública,"Até R$ 998,00.",998.0
4825,PB,17,2,B,383.0,464.4,511.3,522.0,360,Nordeste,Pública,"Até R$ 998,00.",998.0
4826,PB,18,2,B,549.8,550.6,576.8,674.6,720,Nordeste,Pública,"Até R$ 998,00.",998.0
4827,PB,18,2,B,353.4,366.0,497.9,413.2,460,Nordeste,Pública,"Até R$ 998,00.",998.0
4828,PB,17,2,B,400.1,360.6,417.5,423.9,0,Nordeste,Pública,"Até R$ 998,00.",998.0
4829,PB,17,2,B,500.3,547.9,540.5,553.2,840,Nordeste,Pública,"Até R$ 998,00.",998.0
4830,PB,17,2,B,337.7,390.9,446.1,583.7,540,Nordeste,Pública,"Até R$ 998,00.",998.0
4831,PB,20,2,B,353.2,398.7,480.4,430.2,580,Nordeste,Pública,"Até R$ 998,00.",998.0
4832,PB,17,2,B,479.8,568.7,566.6,490.7,600,Nordeste,Pública,"Até R$ 998,00.",998.0
4833,PB,24,2,B,506.3,395.0,492.4,436.4,720,Nordeste,Pública,"Até R$ 998,00.",998.0
4834,PB,18,2,B,466.9,440.6,436.1,378.4,260,Nordeste,Pública,"Até R$ 998,00.",998.0
4835,PB,18,2,B,387.9,406.4,503.1,511.9,340,Nordeste,Pública,"Até R$ 998,00.",998.0
4836,PB,17,2,B,387.5,470.6,499.6,404.2,540,Nordeste,Pública,"Até R$ 998,00.",998.0
4837,PB,17,2,B,459.7,490.2,462.9,426.5,300,Nordeste,Pública,"Até R$ 998,00.",998.0
4838,PB,17,2,B,437.3,444.0,547.0,484.4,620,Nordeste,Pública,"Até R$ 998,00.",998.0
4839,PB,17,2,B,419.1,537.3,530.4,454.6,520,Nordeste,Pública,"Até R$ 998,00.",998.0
4840,PB,19,2,B,351.5,414.4,382.9,560.9,300,Nordeste,Pública,"Até R$ 998,00.",998.0
4841,PB,18,2,B,358.0,442.0,445.2,403.9,520,Nordeste,Pública,"Até R$ 998,00.",998.0
4842,PB,17,2,B,366.0,473.3,456.7,483.6,580,Nordeste,Pública,"Até R$ 998,00.",998.0
4843,PB,19,2,B,497.8,422.4,504.0,547.5,600,Nordeste,Pública,"Até R$ 998,00.",998.0
4844,PB,18,2,B,500.8,557.5,463.2,491.9,320,Nordeste,Pública,"Até R$ 998,00.",998.0
4845,PB,17,2,B,407.9,468.7,336.6,456.0,280,Nordeste,Pública,"Até R$ 998,00.",998.0
4846,PB,17,2,B,505.4,546.1,483.0,411.5,280,Nordeste,Pública,"Até R$ 998,00.",998.0
4847,PB,19,2,B,469.5,491.3,513.7,429.7,560,Nordeste,Pública,"Até R$ 998,00.",998.0
4848,PB,18,2,B,502.8,569.7,536.4,650.1,720,Nordeste,Pública,"Até R$ 998,00.",998.0
4849,PB,16,2,B,502.8,531.6,527.8,555.4,0,Nordeste,Pública,"Até R$ 998,00.",998.0
4850,PB,18,2,B,557.7,568.4,589.2,530.4,740,Nordeste,Pública,"Até R$ 998,00.",998.0
4851,PB,18,2,B,401.9,362.8,427.4,392.7,520,Nordeste,Pública,"Até R$ 998,00.",998.0
4852,PB,19,2,B,428.6,452.7,390.5,464.8,0,Nordeste,Pública,"Até R$ 998,00.",998.0
4853,PB,19,2,B,488.7,373.1,393.4,377.4,560,Nordeste,Pública,"Até R$ 998,00.",998.0
4854,PB,18,2,B,348.3,413.6,457.4,513.2,740,Nordeste,Pública,"Até R$ 998,00.",998.0
4855,ES,21,2,B,374.4,362.5,440.6,448.3,520,Sudeste,Pública,"Até R$ 998,00.",998.0
4856,ES,17,2,B,456.3,535.6,524.1,513.1,580,Sudeste,Pública,"Até R$ 998,00.",998.0
4857,ES,17,2,B,515.2,562.9,518.1,589.2,640,Sudeste,Pública,"Até R$ 998,00.",998.0
4858,ES,18,2,B,556.1,531.0,501.1,424.7,760,Sudeste,Pública,"Até R$ 998,00.",998.0
4859,ES,23,2,B,333.7,344.7,441.3,372.2,500,Sudeste,Pública,"Até R$ 998,00.",998.0
4860,ES,18,2,B,492.7,502.4,548.9,488.1,640,Sudeste,Pública,"Até R$ 998,00.",998.0
4861,ES,17,2,B,400.2,376.3,533.9,384.8,620,Sudeste,Pública,"Até R$ 998,00.",998.0
4862,ES,17,2,B,569.9,591.2,604.4,754.6,620,Sudeste,Pública,"Até R$ 998,00.",998.0
4863,ES,17,2,B,422.2,411.1,450.2,429.0,380,Sudeste,Pública,"Até R$ 998,00.",998.0
4864,ES,18,2,B,443.6,509.8,486.6,560.3,680,Sudeste,Pública,"Até R$ 998,00.",998.0
4865,ES,20,2,B,389.2,474.1,379.9,455.8,480,Sudeste,Pública,"Até R$ 998,00.",998.0
4866,ES,17,2,B,445.9,472.8,562.2,539.3,620,Sudeste,Pública,"Até R$ 998,00.",998.0
4867,ES,18,2,B,487.2,488.2,470.3,444.0,500,Sudeste,Pública,"Até R$ 998,00.",998.0
4868,ES,18,2,B,515.9,564.7,553.7,654.1,640,Sudeste,Pública,"Até R$ 998,00.",998.0
4869,ES,18,2,B,388.4,471.3,457.5,517.0,320,Sudeste,Pública,"Até R$ 998,00.",998.0
4870,ES,19,2,B,415.8,390.4,394.6,435.5,580,Sudeste,Pública,"Até R$ 998,00.",998.0
4871,ES,18,2,B,502.8,491.1,495.4,487.5,620,Sudeste,Pública,"Até R$ 998,00.",998.0
4872,ES,16,2,B,431.5,525.7,555.6,633.5,620,Sudeste,Pública,"Até R$ 998,00.",998.0
4873,ES,18,2,B,347.9,505.0,492.9,484.5,600,Sudeste,Pública,"Até R$ 998,00.",998.0
4874,ES,17,2,B,433.0,528.8,507.5,405.7,500,Sudeste,Pública,"Até R$ 998,00.",998.0
4875,ES,20,2,B,404.2,444.1,473.4,482.0,640,Sudeste,Pública,"Até R$ 998,00.",998.0
4876,ES,17,2,B,397.8,509.4,437.8,454.2,280,Sudeste,Pública,"Até R$ 998,00.",998.0
